Name,"Case Number",City,State,"Date Filed","Region Assigned",Status,"Date Closed","Reason Closed","No. of Eligible Voters","No. of Employees","Certified Representative","Unit Sought"
"Aerospace Professional Staffing Association (ASPSA)(The Aerospace Corporation)",31-CB-109302,"LOS ANGELES",CA,07/16/2013,"Region 31, Los Angeles, California",Open,,,,4000,,
"MERCK, SHARP & DOHME COMPANY",22-CA-109073,RAHWAY,NJ,07/12/2013,"Region 22, Newark, New Jersey",Open,,,,2500,,
"Enjoi Transportation, LLC",07-CA-109025,Detroit,MI,07/12/2013,"Region 07, Detroit, Michigan",Open,,,,40,,
"Ozburn-Hessey Logistics, LLC",15-CA-108749,Memphis,TN,07/09/2013,"Region 15, New Orleans, Louisiana",Open,,,,400,,
"Southern Bakeries, LLC",15-CA-108613,Hope,AR,07/08/2013,"Region 15, New Orleans, Louisiana",Open,,,,186,,
"Healthbridge Management, Care Realty (aka CareOne), CareOne Management, LLC, Danbury HC, Long Ridge HC, Newington HC, Westport HC, West River HC",01-CA-108319,several,CT,07/01/2013,"Region 01, Boston, Massachusetts",Open,,,,70,,
"S & H ASSOCIATES",02-CA-108369,NANUET,NY,07/01/2013,"Region 02, New York, New York",Open,,,,31,,
"Fred Meyer",19-CA-108294,SEATTLE,WA,06/28/2013,"Region 19, Seattle, Washington",Open,,,,150,,
"International Alliance of Theatrical Stage Employees, Moving and Picture Technicians Artists and Allied Crafts of the United States, its Territories, and Canada, Local 720, AFL-CIO, CLC (Encore Productions, Inc.)",28-CB-107693,"LAS VEGAS",NV,06/21/2013,"Region 28, Phoenix, Arizona",Open,,,,1,,
"Southern Bakeries, LLC",15-CA-107597,Hope,AR,06/20/2013,"Region 15, New Orleans, Louisiana",Open,,,,186,,
"NETWORK CAPITAL FUNDING CORPORATION",21-CA-107219,IRVINE,CA,06/13/2013,"Region 21, Los Angeles, California",Open,,,,100,,
"United States Postal Service",28-CA-107270,Albuquerque,NM,06/12/2013,"Region 28, Phoenix, Arizona",Open,,,,700,,
"Bellagio, LLC",28-CA-106634,"Las Vegas",NV,06/06/2013,"Region 28, Phoenix, Arizona",Open,,,,1000,,
"MHA, LLC d/b/a MEADOWLANDS HOSPITAL MEDICAL CENTER",22-CA-106694,SECAUCUS,NJ,06/06/2013,"Region 22, Newark, New Jersey",Open,,,,400,,
"Corliss Resources, Inc.",19-CA-106514,"LAKE TAPPS",WA,06/04/2013,"Region 19, Seattle, Washington",Open,,,,15,,
"Ozburn-Hessey Logistics, LLC",15-CA-106387,Memphis,TN,06/03/2013,"Region 15, New Orleans, Louisiana",Open,,,,100,,
"Ozburn-Hessey Logistics, LLC",15-CA-106511,Memphis,TN,06/03/2013,"Region 15, New Orleans, Louisiana",Open,,,,100,,
"United States Postal Service",28-CA-106304,Albuquerque,NM,05/31/2013,"Region 28, Phoenix, Arizona",Open,,,,600,,
"Ozburn-Hessey Logistics, LLC",15-CA-106180,Memphis,TN,05/30/2013,"Region 15, New Orleans, Louisiana",Open,,,,50,,
"Southern Bakeries, LLC",15-CA-106033,Hope,AR,05/29/2013,"Region 15, New Orleans, Louisiana",Open,,,,186,,
"United States Postal Service",28-CA-106105,Albuquerque,NM,05/29/2013,"Region 28, Phoenix, Arizona",Open,,,,700,,
"Franciscan/St. Clare Hospital",19-CA-106108,Lakewood,WA,05/29/2013,"Region 19, Seattle, Washington",Open,,,,985,,
"JERSEY CITY MEDICAL CENTER",22-UC-105948,"JERSEY CITY",NJ,05/28/2013,"Region 22, Newark, New Jersey",Open,,,,6,,"NUTRITION SERVICES HOSPITALITY COORDINATOR (SEE ATTACHED RIDER...

EXC. ALL OTHER EMPLOYEES ANS SUPERVISORY EMPLOYEES UNDER THE ACT...."
"Saint Luke's Memorial Hospital, d/b/a Hospital San Lucas Ponce",24-CA-105810,PONCE,PR,05/23/2013,"Region 12, Tampa, Florida",Open,,,,2000,,
"Ampersand Publishing, LLC d/b/a Santa Barbara News-Press",31-CA-105654,"Santa Barbara",CA,05/21/2013,"Region 31, Los Angeles, California",Open,,,,40,,
"Ozburn-Hessey Logistics, LLC",15-CA-105527,Memphis,TN,05/20/2013,"Region 15, New Orleans, Louisiana",Open,,,,200,,
"The National Union of Protective Services Associations (Alutiiq Diversified Services, LLC)",06-CB-105424,Pittsburgh,PA,05/20/2013,"Region 06, Pittsburgh, Pennsylvania",Open,,,,84,,
"HORIZON BLUE CROSS BLUE SHIELD OF NJ",22-UC-105326,NEWARK,NJ,05/17/2013,"Region 22, Newark, New Jersey",Open,,,,1350,,
"United States Postal Service",19-CA-105440,"FEDERAL WAY",WA,05/17/2013,"Region 19, Seattle, Washington",Open,,,,500,,
"Corliss Resources, Inc.",19-CA-105226,SUMNER,WA,05/15/2013,"Region 19, Seattle, Washington",Open,,,,35,,
"Arlington Metals Corporation",13-CA-105007,"Franklin Park",IL,05/13/2013,"Region 13, Chicago, Illinois",Open,,,,35,,
"Cervera Automobile Group LLC d/b/a Veracom Ford",20-CA-104828,"San Mateo",CA,05/09/2013,"Region 20, San Francisco, California",Open,,,,25,,
"SF MARKETS, LLC D/B/A SPROUTS FARMERS MARKET",21-CA-104677,ANAHEIM,CA,05/08/2013,"Region 21, Los Angeles, California",Open,,,,300,,
"Corliss Resources, Inc.",19-CA-104557,Sumner,WA,05/07/2013,"Region 19, Seattle, Washington",Open,,,,35,,
"M.D. Miller Trucking and Topsoil, Inc.",13-CA-104166,Shorewood,IL,05/01/2013,"Region 13, Chicago, Illinois",Open,,,,12,,
"Southern Bakeries, LLC",15-CA-104063,Hope,AR,04/30/2013,"Region 15, New Orleans, Louisiana",Open,,,,186,,
"HealthBridge Management, Care Realty, Care One LLC, Care One Management, LLC, Danbury HC, Long Ridge HC, Newington HC, Westport HC, West River HC",01-CA-104118,Danbury,CT,04/30/2013,"Region 01, Boston, Massachusetts",Open,,,,700,,
"Caterpillar Inc., Technical Center",25-CA-103981,Mossville,IL,04/30/2013,"Region 25, Indianapolis, Indiana",Open,,,,1,,
"Local 660, United Workers of America (Alstate Maintenance LLC)",29-CB-103994,"Great Neck",NY,04/25/2013,"Region 29, Brooklyn, New York",Open,,,,130,,
"BRUCE COLLEY & MCDONALD'S USA, LLC AS JOINT OR SINGLE EMPLOYER",02-CA-103390,"NEW YORK",NY,04/23/2013,"Region 02, New York, New York",Open,,,,50,,
"Richard G. Larose & McDonald's USA as Joint or Single Employer",02-CA-103430,Brooklyn,NY,04/23/2013,"Region 02, New York, New York",Open,,,,10,,
"Oncor Electric Delivery Company, L.L.C.",16-CA-103387,Dallas,TX,04/22/2013,"Region 16, Fort Worth, Texas",Open,,,,575,,
"Southern Bakeries, LLC",15-CA-103186,Hope,AR,04/18/2013,"Region 15, New Orleans, Louisiana",Open,,,,186,,
"LESLIE'S POOLMART, INC.",21-CA-102332,"CITY OF INDUSTRY",CA,04/08/2013,"Region 21, Los Angeles, California",Open,,,,2400,,
"Corliss Resources, Inc.",19-CA-102190,Sumner,WA,04/05/2013,"Region 19, Seattle, Washington",Open,,,,35,,
"UNITED STATES POSTAL SERVICE",01-CA-101984,Stamford,CT,04/04/2013,"Region 01, Boston, Massachusetts",Open,,,,300,,
"Arlington Metals Corporation",13-CA-101632,"Franklin Park",IL,03/29/2013,"Region 13, Chicago, Illinois",Open,,,,35,,
"Consolidated Communications d/b/a Illinois Consolidated Telephone Company",14-CA-101495,Mattoon,IL,03/28/2013,"Region 14, Saint Louis, Missouri",Open,,,,501,,
"Cervera Automobile Group LLC d/b/a Veracom Ford",20-CA-101383,"San Mateo",CA,03/27/2013,"Region 20, San Francisco, California",Open,,,,25,,
"Southern Bakeries, LLC",15-CA-101311,Hope,AR,03/27/2013,"Region 15, New Orleans, Louisiana",Open,,,,186,,
"PERSONAL TOUCH NEW JERSEY",22-CA-101243,BLOOMFIELD,NJ,03/26/2013,"Region 22, Newark, New Jersey",Open,,,,400,,
"Franciscan/St. Clare Hospital",19-CA-101063,Lakewood,WA,03/22/2013,"Region 19, Seattle, Washington",Open,,,,985,,
"All American School Bus Corp.",29-CA-100827,"Long Island City",NY,03/21/2013,"Region 29, Brooklyn, New York",Open,,,,100,,
"Service Employees International Union United Service Workers West (Aramark Services)",31-CB-101059,"Los Angeles",CA,03/21/2013,"Region 31, Los Angeles, California",Open,,,,215,,
"HAAS ENVIRONMENTAL, INC.",25-CA-100362,"BURNS HARBOR",IN,03/14/2013,"Region 25, Indianapolis, Indiana",Open,,,,30,,
"STERICYCLE, INC.",04-CA-100301,MORGANTOWN,PA,03/13/2013,"Region 04, Philadelphia, Pennsylvania",Open,,,,75,,
"MHA, LLC d/b/a MEDOWLANDS HOSPITAL MEDICAL CENTER",22-CA-100324,SECAUCUS,NJ,03/13/2013,"Region 22, Newark, New Jersey",Open,,,,400,,
"Sears Holdings Corporation",06-CA-100022,Erie,PA,03/11/2013,"Region 06, Pittsburgh, Pennsylvania",Open,,,,1000,,
"GREEN FLEET SYSTEMS, LLC",21-CA-100003,CARSON,CA,03/08/2013,"Region 21, Los Angeles, California",Open,,,,50,,
"VERIZON NEW JERSEY, INC.",22-CA-099633,UNION,NJ,03/05/2013,"Region 22, Newark, New Jersey",Open,,,,5500,,
"The Ohio Edison Company, a subsidiary of FirstEnergy Corporation",08-CA-099595,Akron,OH,03/04/2013,"Region 08, Cleveland, Ohio",Open,,,,100,,
"STERICYCLE, INC.",04-CA-099459,MORGANTOWN,PA,03/01/2013,"Region 04, Philadelphia, Pennsylvania",Open,,,,75,,
"MHA, LLC d/b/a MEADOWLANDS HOSPITAL MEDICAL CENTER",22-CA-099492,SECAUCUS,NJ,03/01/2013,"Region 22, Newark, New Jersey",Open,,,,400,,
"LOCAL 560, INTERNATIONAL BROTHERHOOD OF TEAMSTERS (COUNTY CONCRETE CORPORATION)",22-CC-099341,"UNION CITY",NJ,02/28/2013,"Region 22, Newark, New Jersey",Open,,,,25,,
"SF MARKETS, LLC D/B/A SPROUTS FARMERS MARKET",21-CA-099065,TUSTIN,CA,02/25/2013,"Region 21, Los Angeles, California",Open,,,,90,,
"Donato Marangi, Inc., Cottage Carting, Inc., and Advanced Waste d/b/a Marangi Disposal",02-UD-098508,"Valley Cottage",NY,02/15/2013,"Region 02, New York, New York",Open,,,,92,,"Included:  All full time and regular part time employees employed bythe Employer in and out of the facilities listed above.

Excluded:  All security-supervisors and clerical as defined by the Act."
"Trade Fair SUPERMARKETS",29-CA-098373,Astoria,NY,02/14/2013,"Region 29, Brooklyn, New York",Open,,,,100,,
"STERICYCLE, INC.",04-CA-098163,MORGANTOWN,PA,02/12/2013,"Region 04, Philadelphia, Pennsylvania",Open,,,,75,,
"MIDWEST TERMINALS OF TOLEDO INTERNATIONAL, INC.",08-CA-098016,TOLEDO,OH,02/11/2013,"Region 08, Cleveland, Ohio",Open,,,,45,,
"Midwest Terminals of Toledo International",08-CA-097760,TOLEDO,OH,02/06/2013,"Region 08, Cleveland, Ohio",Open,,,,40,,
"VOITH INDUSTRIAL SERVICES, INC.",09-CA-097589,LOUISVILLE,KY,02/04/2013,"Region 09, Cincinnati, Ohio",Open,,,,75,,
"Inter-Con Security Systems, Inc.",19-CA-097487,Anchorage,AK,02/01/2013,"Region 19, Seattle, Washington",Open,,,,70,,
"Inter-Con Security Systems, Inc.",19-CA-097496,Anchoarge,AK,02/01/2013,"Region 19, Seattle, Washington",Open,,,,70,,
"Inter-Con Security Systems, Inc.",19-CA-097528,Anchorage,AK,02/01/2013,"Region 19, Seattle, Washington",Open,,,,70,,
"Inter-Con Security Systems, Inc.",19-CA-097507,Anchorage,AK,02/01/2013,"Region 19, Seattle, Washington",Open,,,,70,,
"840 ATLANTIC AVENUE, LLC, A McDONALD’S FRANCHISEE, AND McDONALD’S USA, LLC, JOINT EMPLOYERS",02-CA-097305,brooklyn,NY,01/30/2013,"Region 02, New York, New York",Open,,,,50,,
"MHA, LLC d/b/a MEDOWLANDS HOSPITAL MEDICAL CENTER",22-CA-097214,SECAUCUS,NJ,01/28/2013,"Region 22, Newark, New Jersey",Open,,,,400,,
"Ozburn-Hessey Logistics, LLC",15-CA-097046,Memphis,TN,01/25/2013,"Region 15, New Orleans, Louisiana",Open,,,,100,,
"Roquette America",25-CA-096926,Keokuk,IA,01/24/2013,"Region 25, Indianapolis, Indiana",Open,,,,220,,
"CAROL AND FRANK BONDI EDUCATION CENTER OF LEAKE AND WATTS SERVICES INC",02-CA-096872,YONKERS,NY,01/23/2013,"Region 02, New York, New York",Open,,,,5,,
"WINPAK HEATSEAL CORPORATION",25-CA-096882,Pekin,IL,01/23/2013,"Region 25, Indianapolis, Indiana",Open,,,,150,,
"STERICYCLE, INC.",04-CA-096735,MORGANTOWN,PA,01/22/2013,"Region 04, Philadelphia, Pennsylvania",Open,,,,75,,
"MHA, LLC d/b/a MEDOWLANDS HOSPITAL MEDICAL CENTER",22-CA-096650,SECAUCUS,NJ,01/17/2013,"Region 22, Newark, New Jersey",Open,,,,400,,
"Care One Management, LLC, HealthBridge Management, LLC, et. al",22-CA-096775,"Fort Lee",NJ,01/17/2013,"Region 22, Newark, New Jersey",Open,,,,10,,
"Intercon Security Systems, Inc.",19-CA-096330,Anchorage,AK,01/11/2013,"Region 19, Seattle, Washington",Open,,,,70,,
"Intercon Security Systems, Inc.",19-CA-096334,Anchorage,AK,01/11/2013,"Region 19, Seattle, Washington",Open,,,,70,,
"Inter-Con Security Systems, Inc",19-CA-096331,Anchorage,AK,01/11/2013,"Region 19, Seattle, Washington",Open,,,,70,,
"Healthbridge Management",01-CA-096349,Wethersfield,CT,01/11/2013,"Region 01, Boston, Massachusetts",Open,,,,100,,
"LOCAL 713 INTERNATIONAL BROTHERHOOD OF TRADE UNIONS (Sprain Brook Manor Rehab, LLC)",02-CB-095670,scarsdale,NY,12/31/2012,"Region 02, New York, New York",Open,,,,90,,
"Cervera Automobile Group LLC d/b/a Veracom Ford",20-CA-095744,"San Mateo",CA,12/28/2012,"Region 20, San Francisco, California",Open,,,,1,,
"MAHER TERMINALS",22-CA-095437,ELIZABETH,NJ,12/26/2012,"Region 22, Newark, New Jersey",Open,,,,100,,
"ORANGE REGIONAL MEDICAL CENTER",02-CA-095407,MIDDLETOWN,NY,12/21/2012,"Region 02, New York, New York",Open,,,,1000,,
"Stericycle, Inc.",04-CA-095436,Morgantown,PA,12/21/2012,"Region 04, Philadelphia, Pennsylvania",Open,,,,75,,
"National Association of Letter Carriers & National Association of Letter Carriers Branch 124 (United States Postal Service)",15-CB-095238,"New Orleans",LA,12/19/2012,"Region 15, New Orleans, Louisiana",Open,,,,50,,
"SW General, Inc., d/b/a Southwest Ambulance",28-CA-094176,Mesa,AZ,12/03/2012,"Region 28, Phoenix, Arizona",Open,,,,1200,,
"Anheuser-Busch, LLC",12-CA-094114,Jacksonville,FL,12/03/2012,"Region 12, Tampa, Florida",Open,,,,200,,
"Haynes Building Services, LLP",31-CA-093920,Monrovia,CA,11/28/2012,"Region 31, Los Angeles, California",Open,,,,1,,
Syncreon,25-CA-093594,Belvidere,IL,11/21/2012,"Region 25, Indianapolis, Indiana",Open,,,,570,,
"FRANK AND CAROL BIONDI EDUCATION CENTER OF LEAKE AND WATTS  SER",02-CA-093397,YONKERS,NY,11/16/2012,"Region 02, New York, New York",Open,,,,3,,
"Corliss Resources, Inc.",19-CA-093281,"Lake Tapps",WA,11/14/2012,"Region 19, Seattle, Washington",Open,,,,75,,
"COMCAST CABLE",22-CA-092888,FAIRFIELD,NJ,11/09/2012,"Region 22, Newark, New Jersey",Open,,,,70,,
"International Longshore and Warehouse Union and International Longshore and Warehouse Union, Local 4 and Pacific Maritime Association, Party in Interest (Kinder Morgan)a",19-CC-092816,Vancouver,WA,11/08/2012,"Region 19, Seattle, Washington",Open,,,,10,,
"International Longshore and Warehouse Union and International Longshore and Warehouse Union, Local 4 and Pacific Maritime Association, Party In Interest (Kinder Morgan)",19-CD-092820,Vancouver,WA,11/08/2012,"Region 19, Seattle, Washington",Open,,,,10,,
"VERIZON NEW JERSEY, INC",22-CA-092864,UNION,NJ,11/07/2012,"Region 22, Newark, New Jersey",Open,,,,5500,,
"Midwest Terminal of Toledo International, Inc.",08-CA-092476,Toledo,OH,11/02/2012,"Region 08, Cleveland, Ohio",Open,,,,30,,
Caterpillar,25-CA-092214,Peoria,IL,10/30/2012,"Region 25, Indianapolis, Indiana",Open,,,,1100,,
"Traylor-Frontier Kemper LV",19-CA-092230,Seattle,WA,10/29/2012,"Region 19, Seattle, Washington",Open,,,,90,,
"Ozburn-Hessey Logistics, LLC",26-CA-092192,Memphis,TN,10/26/2012,"Region 15, New Orleans, Louisiana",Open,,,,200,,
"Nijjar Realty, Inc., a California corporation",21-CA-092054,"EL MONTE",CA,10/25/2012,"Region 21, Los Angeles, California",Open,,,,30,,
"UNITED PRODUCTION WORKERS LOCAL 17-18 (VICTORIA CLASSICS)",22-CB-092085,EDISON,NJ,10/24/2012,"Region 22, Newark, New Jersey",Open,,,,15,,
"MHA, LLC d/b/a MEADOWLANDS HOSPITAL MEDICAL CENTER",22-CA-092061,SECAUCUS,NJ,10/24/2012,"Region 22, Newark, New Jersey",Open,,,,400,,
"Kmart Corporation, a Subsidiary of Sears Holdings Corporation",06-CA-091823,Erie,PA,10/22/2012,"Region 06, Pittsburgh, Pennsylvania",Open,,,,1000,,
Intertek,22-CA-091779,Carteret,NJ,10/19/2012,"Region 22, Newark, New Jersey",Open,,,,75,,
"MHA, LLC d/b/a MEADOWLANDS HOSPITAL MEDICAL CENTER",22-CA-091521,SECAUCUS,NJ,10/16/2012,"Region 22, Newark, New Jersey",Open,,,,400,,
"Metro Mobility Management Group, LLC, a.k.a. Palm Beach Metro Transportation, LLC",12-CA-091286,"West Palm Beach",FL,10/15/2012,"Region 12, Tampa, Florida",Open,,,,120,,
"MHA, LLC d/b/a MEADOWLANDS HOSPITAL MEDICAL CENTER",22-CA-091025,SECAUCUS,NJ,10/10/2012,"Region 22, Newark, New Jersey",Open,,,,400,,
"HUDSON GROUP/HUDSON NEWS COMPANY @ (1) JOHN F. KENNEDY AIRPORT:  (2) LA GUARDIA AIRPORT (3) NEWARK LIBERTY INTERNATIONAL AIRPORT",22-CA-091018,"EAST RUTHERFORD",NJ,10/09/2012,"Region 22, Newark, New Jersey",Open,,,,500,,
CALOPTIMA,21-CA-090683,Orange,CA,10/04/2012,"Region 21, Los Angeles, California",Open,,,,50,,
"MHA,, LLC d/b/a MEADOWLANDS HOSPITAL MEDICAL CENTER",22-CA-090437,SECAUCUS,NJ,10/01/2012,"Region 22, Newark, New Jersey",Open,,,,400,,
"ENVIRONMENTAL CONTRACTORS, INC. AND KIELCZEWSKI CORPORATION., AND THEIR ALTER EGO, SINGLE EMPLOYER, AND/OR SUCCESSOR, BE CONSTUCTION CORPORATION",22-CA-089865,"WEST ORANGE",NJ,09/21/2012,"Region 22, Newark, New Jersey",Open,,,,12,,
"MHA, LLC d/b/a MEADOWLANDS HOSPITAL MEDICAL CENTER",22-CA-089716,SECAUCUS,NJ,09/20/2012,"Region 22, Newark, New Jersey",Open,,,,400,,
"ExxonMobil Refining & Supply",16-CA-089714,Baytown,TX,09/20/2012,"Region 16, Fort Worth, Texas",Open,,,,1700,,
"ETHICON, A JOHNSON & JOHNSON CO.",22-CA-089085,SOMERVILLE,NJ,09/12/2012,"Region 22, Newark, New Jersey",Open,,,,100,,
"Quaker Oats Company",25-CA-088994,Danville,IL,09/11/2012,"Region 25, Indianapolis, Indiana",Open,,,,450,,
"Grupo Antolin Illinois",25-CA-088916,Belvidere,IL,09/10/2012,"Region 25, Indianapolis, Indiana",Open,,,,150,,
"VERIZON NEW JERSEY INC.",22-CA-088389,Union,NJ,08/30/2012,"Region 22, Newark, New Jersey",Open,,,,5500,,
"Newark Electric Corp. Newark Electric 2.0, Inc. and Colacino Industries, Inc., as a single employer and alter ego",03-CA-088127,Newark,NY,08/28/2012,"Region 03, Buffalo, New York",Open,,,,10,,
"United States Postal Service",12-CA-087956,Land-O-Lakes,FL,08/24/2012,"Region 12, Tampa, Florida",Open,,,,1,,
"United States Postal Service",22-CA-087948,Maplewood,NJ,08/17/2012,"Region 22, Newark, New Jersey",Open,,,,45,,
"MHA, LLC d/b/a MEADOWLANDS HOSPITAL MEDICAL CENTER",22-CA-086823,Secaucus,NJ,08/07/2012,"Region 22, Newark, New Jersey",Open,,,,400,,
"Teamsters Local 20 (Midwest Terminals of Toledo International, Inc.)",08-CD-086589,Toledo,OH,08/03/2012,"Region 08, Cleveland, Ohio",Open,,,,40,,
"Syncreon US",25-CA-086292,Belvidere,IL,07/31/2012,"Region 25, Indianapolis, Indiana",Open,,,,540,,
"Lehigh Northwest Cement Co.",19-CA-085958,Seattle,WA,07/24/2012,"Region 19, Seattle, Washington",Open,,,,4,,
"Metro Mobility Management Group, LLC a.k.a. Palm Beach Metro Transportation, LLC",12-CA-084945,"West Palm Beach",FL,07/10/2012,"Region 12, Tampa, Florida",Open,,,,120,,
"HealthBridge Management, et al.",34-CA-084717,Wethersfield,CT,07/06/2012,"Region 01, Boston, Massachusetts",Open,,,,100,,
"NATIONAL ASSOCIATION OF LETTER CARRIERS BRANCH 124 (United States Postal Service)",15-CB-084264,"New Orleans",LA,07/02/2012,"Region 15, New Orleans, Louisiana",Open,,,,50,,
"STERICYCLE, INC.",04-CA-084172,MORGANTOWN,PA,06/29/2012,"Region 04, Philadelphia, Pennsylvania",Open,,,,75,,
"HealthBridge Management, et al.",34-CA-083335,Wethersfield,CT,06/18/2012,"Region 01, Boston, Massachusetts",Open,,,,800,,
"Metro Mobility Management Group, LLC",12-CA-083157,"West Palm Beach",FL,06/14/2012,"Region 12, Tampa, Florida",Open,,,,120,,
"PUERTORRICAN FAMILY INSTITUTE",24-CA-083153,"San Juan",PR,06/14/2012,"Region 12, Tampa, Florida",Open,,,,100,,
"VOITH INDUSTRIAL SERVICES, INC.",09-CA-082437,LOUISVILLE,KY,06/05/2012,"Region 09, Cincinnati, Ohio",Open,,,,150,,
"Laborers' Local 894 (Donley's, Inc.)",08-CD-081837,Akron,OH,05/25/2012,"Region 08, Cleveland, Ohio",Open,,,,25,,
"Stericycle, Inc.",04-CA-081859,Morgantown,PA,05/25/2012,"Region 04, Philadelphia, Pennsylvania",Open,,,,75,,
"CLASSIC SANITATION",22-CA-081856,CLIFTON,NJ,05/25/2012,"Region 22, Newark, New Jersey",Open,,,,20,,
U.S.P.S.,22-CA-081017,KEARNY,NJ,05/14/2012,"Region 22, Newark, New Jersey",Open,,,,100,,
"Ampersand Publishing, LLC d/b/a Santa Barbara News-Press",31-CA-080330,"Santa Barbara",CA,05/03/2012,"Region 31, Los Angeles, California",Open,,,,40,,
"Ozburn-Hessey Logistics, LLC",26-CA-080141,Memphis,TN,05/02/2012,"Region 15, New Orleans, Louisiana",Open,,,,200,,
"STERICYCLE, INC.",04-CA-079137,MORGANTOWN,PA,04/18/2012,"Region 04, Philadelphia, Pennsylvania",Open,,,,50,,
"API Foils, Inc.",22-CA-078881,Rahway,NJ,04/13/2012,"Region 22, Newark, New Jersey",Open,,,,45,,
"VOITH INDUSTRIAL SERVICES INC.",09-CA-078747,LOUISVILE,KY,04/12/2012,"Region 09, Cincinnati, Ohio",Open,,,,100,,
"Barnard College Dept of Public Safety",02-CA-078014,"New York",NY,04/03/2012,"Region 02, New York, New York",Open,,,,30,,
"Southern Bakeries, LLC",26-CA-077536,Hope,AR,03/28/2012,"Region 15, New Orleans, Louisiana",Open,,,,130,,
"Ozburn-Hessey Logistics, LLC",26-CA-077572,Memphis,TN,03/27/2012,"Region 15, New Orleans, Louisiana",Open,,,,200,,
"Southern Bakeries, LLC",26-CA-077268,Hope,AR,03/23/2012,"Region 15, New Orleans, Louisiana",Open,,,,144,,
"COMMUNITY COACH",22-CA-077185,PARAMUS,NJ,03/21/2012,"Region 22, Newark, New Jersey",Open,,,,200,,
"MCD Plumbing, Inc. and Michael Diebold, an Individual",03-CA-076777,Rochester,NY,03/16/2012,"Region 03, Buffalo, New York",Open,,,,10,,
"STERICYCLE INC",04-CA-076462,MORGANTOWN,PA,03/13/2012,"Region 04, Philadelphia, Pennsylvania",Open,,,,50,,
"ENTERGY NUCLEAR OPERATIONS, INC",02-CA-076381,BUCHANAN,NY,03/12/2012,"Region 02, New York, New York",Open,,,,450,,
"Raytheon Technical Services",25-CA-076095,Indianapolis,IN,03/08/2012,"Region 25, Indianapolis, Indiana",Open,,,,1300,,
AVAYA,22-CA-076141,"BASKING BRIDGE",NJ,03/05/2012,"Region 22, Newark, New Jersey",Open,,,,100,,
