OID|INV_TYPE|NAME|AMOUNT|RPT_ID
375820|701|ANNUITY CONTRACT FORETHOUGHT LIFE INSURANCE CO|51748|778087
375821|701|ANNUITY CONTRACT FORETHOUGHT LIFE INSURANCE CO|14575|778087
375822|701|ANNUITY CONTRACT FORETHOUGHT LIFE INSURANCE CO|156630|778087
375823|705|Other Investments Total Cost||778087
375824|706|Other Investments Total Book Value||778087
376387|703|Marketable Securities Total Cost||780862
376388|704|Marketable Securities Total BookValue||780862
376389|705|Other Investments Total Cost||780862
376390|706|Other Investments Total Book Value||780862
377718|703|Marketable Securities Total Cost|180671|782465
377719|704|Marketable Securities Total BookValue|255615|782465
377720|705|Other Investments Total Cost||782465
377721|706|Other Investments Total Book Value||782465
377395|703|Marketable Securities Total Cost||782274
377396|704|Marketable Securities Total BookValue||782274
377397|705|Other Investments Total Cost||782274
377398|706|Other Investments Total Book Value||782274
376925|703|Marketable Securities Total Cost||782094
376926|704|Marketable Securities Total BookValue||782094
376927|705|Other Investments Total Cost|200141|782094
376928|706|Other Investments Total Book Value|195402|782094
376929|702|OHIO NATIONAL ANNUITY ACCOUNT|153135|782094
376930|702|INVESTORS INSURANCE CORPORATION ANNUITY|42267|782094
376654|701|SPDR S&P 500 EFT|354031|782006
376652|703|Marketable Securities Total Cost|783452|782006
376653|704|Marketable Securities Total BookValue|354031|782006
376655|705|Other Investments Total Cost||782006
376656|706|Other Investments Total Book Value||782006
375941|706|Other Investments Total Book Value||780536
375930|703|Marketable Securities Total Cost|450241|780536
375931|704|Marketable Securities Total BookValue|427210|780536
375932|701|INVESCO HIGH YIELD MUNICIPAL CLASS A|115347|780536
375933|701|INVESCO LIMITED TERM MUNICIPAL INCOME A|45465|780536
375934|701|INVESCO REAL ESTATE FUND - CLASS A|48793|780536
375935|701|INVESCO GOLD & PRECIOUS METALS FD - A|35946|780536
375936|701|INVESCO DIVERSIFIED DIVIDEND FUND - CL A|39713|780536
375937|701|INVESCO SMALL CAP EQUITY FUND - CLASS A|30365|780536
375938|701|INVESCO INCOME CLASS A - AGOVX|41800|780536
375939|701|INVESCO MAIN STREET MID CAP A|38192|780536
375940|705|Other Investments Total Cost||780536
377179|703|Marketable Securities Total Cost||782167
377180|704|Marketable Securities Total BookValue||782167
377181|705|Other Investments Total Cost||782167
377182|706|Other Investments Total Book Value||782167
377690|703|Marketable Securities Total Cost||782427
377691|704|Marketable Securities Total BookValue||782427
377692|705|Other Investments Total Cost||782427
377693|706|Other Investments Total Book Value||782427
377667|703|Marketable Securities Total Cost|190156|782398
377668|704|Marketable Securities Total BookValue|125000|782398
377669|705|Other Investments Total Cost||782398
377670|706|Other Investments Total Book Value||782398
377892|703|Marketable Securities Total Cost|1868834|782526
377893|704|Marketable Securities Total BookValue|3028603|782526
377894|701|FHLMC 2.375%   01/13/2022   3137EADB2|151845|782526
377895|701|Longview Broad Market 3000 Index Fund    103013013|2138788|782526
377896|705|Other Investments Total Cost||782526
377897|706|Other Investments Total Book Value||782526
377371|704|Marketable Securities Total BookValue||782267
377372|705|Other Investments Total Cost||782267
377373|706|Other Investments Total Book Value||782267
377370|703|Marketable Securities Total Cost||782267
376032|703|Marketable Securities Total Cost|0|780599
376033|704|Marketable Securities Total BookValue|0|780599
376034|701|N/A|0|780599
376035|705|Other Investments Total Cost|0|780599
376036|706|Other Investments Total Book Value|0|780599
376037|702|N/A|0|780599
379650|705|Other Investments Total Cost||785217
379651|706|Other Investments Total Book Value||785217
379648|704|Marketable Securities Total BookValue||785217
379649|701|n/a|0|785217
379647|703|Marketable Securities Total Cost||785217
375145|703|Marketable Securities Total Cost|44592755|773773
375146|704|Marketable Securities Total BookValue|44592755|773773
375147|705|Other Investments Total Cost|7126000|773773
375148|706|Other Investments Total Book Value|7126000|773773
377588|703|Marketable Securities Total Cost||782332
377589|704|Marketable Securities Total BookValue||782332
377590|705|Other Investments Total Cost||782332
377591|706|Other Investments Total Book Value||782332
375274|703|Marketable Securities Total Cost|0|777269
375275|704|Marketable Securities Total BookValue|0|777269
375276|705|Other Investments Total Cost|0|777269
375277|706|Other Investments Total Book Value|0|777269
376754|703|Marketable Securities Total Cost|984775|782027
376755|704|Marketable Securities Total BookValue|1532832|782027
376756|701|VANGUARD TOTAL STOCK MARKET FUND|615904|782027
376757|701|HARBOR INTERNATIONAL FUND|336776|782027
376758|701|VANGUARD INSTITUTIONAL INDEX FUND|580152|782027
376759|705|Other Investments Total Cost|209071|782027
376760|706|Other Investments Total Book Value|209071|782027
376761|702|UNION BANK AND TRUST CO. STOCK|137221|782027
376762|702|MAIN STREET LABOR CORPORATION STOCK|71850|782027
379015|701|INVESCO S&P 500 EQUAL WEIGHT ETF|20951|782958
379013|703|Marketable Securities Total Cost|347562|782958
379016|701|ISHARES CORE MSCI EAFE ETF|34436|782958
379017|701|ISHARES CORE MSCI EMERGING MARKETS ETF|21437|782958
379018|701|ISHARES RUSSELL 1000 GRW ETF|26334|782958
379019|701|ISHARES RUSSELL 1000 VALUE ETF|31248|782958
379020|701|ALLIANCE BERNSTEIN INCOME ADVISOR CLASS|40919|782958
379021|701|CATALYST/MILLBURN HEDGE STRATEGY FUND CLASS I|23665|782958
379022|701|GATEWAY FUND Y SHARES|23182|782958
379023|701|LORD ABBETT BOND DEBENTURE FUND CLASS F|22077|782958
379024|701|LORD ABBETT SHORT DURATION INCOME FUND CLASS F|52131|782958
379025|701|LORD ABBETT ULTRA SHORT BOND FUND CLASS F|41586|782958
379026|705|Other Investments Total Cost|0|782958
379027|706|Other Investments Total Book Value|0|782958
379028|702|NONE|0|782958
379014|704|Marketable Securities Total BookValue|352069|782958
378835|703|Marketable Securities Total Cost|191236|782884
378836|704|Marketable Securities Total BookValue|233816|782884
378837|701|INVESCO S&P 500 EQUAL WEIGHT ETF|30146|782884
378838|701|INVESCO S&P 500 LOW VOLATILITY|25887|782884
378839|701|ISHARES CORE S&P 500 INDEX FUND|64488|782884
378840|701|ISHARES RUSSELL 1000 VALUE ETF|18241|782884
378841|701|CATALYST MILLBURN HGD STRAT I|25911|782884
378842|701|DOUBLELINE TOTAL RETURN I|19480|782884
378843|701|KOPERNIK GLB ALL CAP INSTL|30151|782884
378844|705|Other Investments Total Cost|0|782884
378845|706|Other Investments Total Book Value|0|782884
378846|702|NONE|0|782884
375728|703|Marketable Securities Total Cost|75270|777912
375729|704|Marketable Securities Total BookValue|75270|777912
375730|701|ISHARES BARCLAYS 1-3 YR TSY BD|5189|777912
375731|701|ISHARES CORE MSCI ENGINEERING|7975|777912
375732|701|ISHARES RUSSELL 1000 GRW ETF|7971|777912
375733|701|ISHARES RUSSELL 1000 VALUE ETF|10831|777912
375734|701|ISHARES MSCI EAFE ETF|7459|777912
375735|701|VANGUARD TOTAL BOND MARKET|12129|777912
375736|701|GOTHAM ABSOLUTE RETURN I|10000|777912
375737|705|Other Investments Total Cost|0|777912
375738|706|Other Investments Total Book Value|0|777912
375739|702|NONE|0|777912
378208|703|Marketable Securities Total Cost|0|782612
378209|704|Marketable Securities Total BookValue|0|782612
378210|705|Other Investments Total Cost|0|782612
378211|706|Other Investments Total Book Value|0|782612
378022|703|Marketable Securities Total Cost||782561
378023|704|Marketable Securities Total BookValue||782561
378024|701|N/A|0|782561
378025|705|Other Investments Total Cost||782561
378026|706|Other Investments Total Book Value||782561
374736|703|Marketable Securities Total Cost|26461365|766116
374737|704|Marketable Securities Total BookValue|32714991|766116
374738|701|LOOMIS SAYLES INSTL HIGH INC FD|4471394|766116
374739|701|VANGUARD TOTL BD MKT IDX-INS|4319885|766116
374740|701|VANGUARD INFLATION-PROTECTED SECURITIES|6060288|766116
374741|701|CALVERT US LG CP CORE RESP-I|11136528|766116
374742|701|CALVERT RESPONSIBLE INDEX SER INTERNATIONAL FUND-I|3195066|766116
374743|701|VANGUARD EMERGING MARKETS STOCK INDEX-ADM|3356326|766116
374744|701|US GOV MONEY MARKET FUND-RBC IS I|139574|766116
374745|701|INFLATION PROTECT SEC ADM|11787|766116
374746|701|SHORT TERM BOND INDEX ADM|11645|766116
374747|701|TOTAL BOND MKT INDEX ADM|12498|766116
374748|705|Other Investments Total Cost||766116
374749|706|Other Investments Total Book Value||766116
374443|703|Marketable Securities Total Cost||756358
374444|704|Marketable Securities Total BookValue||756358
374445|705|Other Investments Total Cost||756358
374446|706|Other Investments Total Book Value||756358
379542|703|Marketable Securities Total Cost||783210
379543|704|Marketable Securities Total BookValue||783210
379544|705|Other Investments Total Cost||783210
379545|706|Other Investments Total Book Value||783210
379780|703|Marketable Securities Total Cost||785535
379781|704|Marketable Securities Total BookValue||785535
379782|705|Other Investments Total Cost||785535
379783|706|Other Investments Total Book Value||785535
377545|703|Marketable Securities Total Cost|5746995|782320
377546|704|Marketable Securities Total BookValue|5746995|782320
377547|701|DWS RREEF REAL ESTATE SECURITIES INST|495103|782320
377548|701|MFS VALUE FUND CLASS I|401000|782320
377549|701|MFS CORPORATE BOND CLASS I|1457100|782320
377550|701|MFS DIVERSIFIED INCOME FUND CLASS I|1431362|782320
377551|701|SELECT SECTOR SPDR TR ENERGY|808050|782320
377552|705|Other Investments Total Cost||782320
377553|706|Other Investments Total Book Value||782320
377554|703|Marketable Securities Total Cost|19960|782323
377555|704|Marketable Securities Total BookValue|19960|782323
377556|701|Union Bank Stock 664 Shares|19960|782323
377557|705|Other Investments Total Cost||782323
377558|706|Other Investments Total Book Value||782323
378633|703|Marketable Securities Total Cost||782833
378634|704|Marketable Securities Total BookValue|258961|782833
378635|701|AMERICAN HERITAGE SHARE - 30 MBS|52084|782833
378636|701|AMERICAN HERITAGE SHARE - 31 MBS|51991|782833
378637|701|AMERICAN HERITAGE SHARE - 32 MBS|51991|782833
378638|701|AMERICAN HERITAGE SHARE - 33 MBS|51616|782833
378639|701|AMERICAN HERITAGE SHARE - 34 MBS|51279|782833
378640|705|Other Investments Total Cost||782833
378641|706|Other Investments Total Book Value||782833
376407|704|Marketable Securities Total BookValue|0|780866
376406|703|Marketable Securities Total Cost|0|780866
376408|705|Other Investments Total Cost|0|780866
376409|706|Other Investments Total Book Value|0|780866
379784|703|Marketable Securities Total Cost|11035478|785538
379785|704|Marketable Securities Total BookValue|11694836|785538
379786|701|ISHARES CORE S&P U.S. GROWTH (IUSG)|704444|785538
379787|701|ISHARES CORE S&P U.S. VALUE (IUSV)|886593|785538
379788|701|JPMORGAN ULTRA-SHORT INC ETF (JPST)|862935|785538
379789|701|LM MARTIN CURRIE EMRG MKTS I (MCEIX)|623775|785538
379790|701|LORD ABBETT SHT DURATION INC F (LDLFX)|1940317|785538
379791|701|WESTERN ASSET CORE PLUS BD I (WACPX)|3637826|785538
379792|705|Other Investments Total Cost|0|785538
379793|706|Other Investments Total Book Value|0|785538
376138|703|Marketable Securities Total Cost||780699
376139|704|Marketable Securities Total BookValue||780699
376140|705|Other Investments Total Cost||780699
376141|706|Other Investments Total Book Value||780699
377850|703|Marketable Securities Total Cost||782514
377851|704|Marketable Securities Total BookValue||782514
377852|705|Other Investments Total Cost||782514
377853|706|Other Investments Total Book Value||782514
377495|703|Marketable Securities Total Cost|27571|782302
377496|704|Marketable Securities Total BookValue|35112|782302
377497|705|Other Investments Total Cost||782302
377498|706|Other Investments Total Book Value||782302
357381|703|Marketable Securities Total Cost||737299
357382|704|Marketable Securities Total BookValue||737299
357383|705|Other Investments Total Cost||737299
357384|706|Other Investments Total Book Value||737299
379153|703|Marketable Securities Total Cost|538925|783003
379154|704|Marketable Securities Total BookValue|557008|783003
379155|701|FRANKLIN DYNATECH ADV|36241|783003
379156|701|FRANKLIN GROWTH ADV|104429|783003
379157|701|FRANKLIN RISING DIVIDENDS ADV|112334|783003
379158|701|LADENBURG GROWTH I|198359|783003
379159|705|Other Investments Total Cost||783003
379160|706|Other Investments Total Book Value||783003
374688|703|Marketable Securities Total Cost||766067
374689|704|Marketable Securities Total BookValue||766067
374690|705|Other Investments Total Cost||766067
374691|706|Other Investments Total Book Value||766067
374773|701|CD Goldman Sachs BK|21980|766163
374770|704|Marketable Securities Total BookValue|395303|766163
374771|701|Jeffersonville IN RDV|50050|766163
374772|701|New Britain Conn Go BDS|30033|766163
374774|701|Fowlerville MI CMNTY|20363|766163
374775|701|Quincy Mass GO BD ANTIC|20133|766163
374776|701|WCMA|59730|766163
374777|705|Other Investments Total Cost||766163
374778|706|Other Investments Total Book Value||766163
374769|703|Marketable Securities Total Cost|395303|766163
376479|703|Marketable Securities Total Cost||781890
376480|704|Marketable Securities Total BookValue||781890
376481|705|Other Investments Total Cost||781890
376482|706|Other Investments Total Book Value||781890
376504|703|Marketable Securities Total Cost|304752|781898
376505|704|Marketable Securities Total BookValue|350921|781898
376506|701|Intermediate-Term Muni Fund|139165|781898
376507|701|International Equity Fund|37806|781898
376508|701|Tax-Advantaged Income Fund|33680|781898
376509|701|Tax-Managed Large Cap Fund|97872|781898
376510|701|Tax-Managed Small/Mid Cap Fund|20587|781898
376511|705|Other Investments Total Cost||781898
376512|706|Other Investments Total Book Value||781898
375705|703|Marketable Securities Total Cost||777877
375706|704|Marketable Securities Total BookValue||777877
375707|705|Other Investments Total Cost||777877
375708|706|Other Investments Total Book Value||777877
375242|703|Marketable Securities Total Cost||776561
375243|704|Marketable Securities Total BookValue||776561
375244|705|Other Investments Total Cost||776561
