OID|RECEIPT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
768751|1201|Reimburse of Program Expense|2020-11-13|10104|2835606|783067
768752|1201|Reimburse of Program Expense|2020-12-16|5758|2835606|783067
768753|1201|Reimburse of Program Expense|2021-02-17|5848|2835606|783067
768754|1201|Reimburse of Program Expense|2021-05-05|6900|2835606|783067
768755|1201|Reimburse of Program Expense|2021-03-31|27895|2835607|783067
768756|1201|Reimbursement of expenses|2021-05-12|44255|2835608|783067
768757|1201|Reimbursement of expenses|2020-07-02|45091|2835609|783067
768758|1201|REBATE|2020-07-01|27577|2835610|783067
768759|1201|Reimbursement of expenses|2020-08-04|31054|2835611|783067
768760|1201|Refund Duplicate Payment|2020-10-07|9790|2835612|783067
768761|1201|Refund|2020-11-18|6596|2835613|783067
768762|1201|Refund|2020-12-23|6775|2835613|783067
768763|1201|Reimburse of Program Expense|2021-06-17|6899|2835614|783067
768764|1201|Refund|2020-10-05|109395|2835617|783067
768765|1201|Insurance Refund|2020-07-09|110741|2835621|783067
768766|1201|Insurance Refund|2020-07-30|5462|2835621|783067
768767|1201|Insurance Refund|2020-07-31|44553|2835621|783067
768768|1201|Insurance Refund|2021-04-05|5122|2835621|783067
768769|1201|Insurance Refund|2021-05-07|28383|2835621|783067
768770|1201|Insurance Refund|2021-06-02|7566|2835621|783067
768771|1201|Insurance Refund|2021-06-02|8571|2835621|783067
768772|1201|Reimburse Expense|2020-09-21|5175|2835623|783067
768773|1201|Sponsorship|2020-10-28|10000|2835624|783067
768774|1201|Refund|2020-11-13|5000|2835625|783067
768775|1201|Reimburse Expense|2021-03-29|10000|2835626|783067
768776|1201|Reimburse Expense|2021-05-26|26432|2835627|783067
768777|1201|Reimburse Expense|2021-05-05|5700|2835628|783067
768778|1201|Sponsorship|2021-05-20|10000|2835629|783067
768779|1201|Refund|2021-05-05|9249|2835630|783067
768780|1201|Sponsorship|2021-06-09|10000|2835631|783067
768781|1201|Sponsorship|2021-06-09|10000|2835632|783067
768782|1201|Sponsorship|2021-06-23|5000|2835633|783067
768783|1201|Sponsorship|2021-06-25|5000|2835634|783067
768784|1201|Sponsorship|2021-06-18|10000|2835635|783067
768785|1201|Audit Fee Reimbursed|2020-09-04|15606|2835636|783067
768786|1201|Refund|2020-07-01|13838|2835637|783067
768787|1201|Refund|2020-09-24|99970|2835638|783067
768788|1201|Reimburse Expense|2021-04-14|38750|2835639|783067
768789|1201|Reimburse Expense|2021-06-07|82390|2835640|783067
768790|1201|Reimburse Expense|2021-06-14|150000|2835641|783067
768791|1201|Refund|2021-03-31|31263|2835642|783067
768792|1201|Refund|2021-06-30|10100|2835643|783067
768793|1201|Refund|2020-10-02|17383|2835644|783067
768794|1201|Reimburse Expense|2020-09-18|21111|2835646|783067
768795|1201|Reimburse Expense|2021-02-17|12861|2835646|783067
768796|1201|Reimburse Expense|2020-07-06|7404|2835647|783067
768797|1201|Reimburse Expense|2020-12-23|50000|2835648|783067
768798|1201|Reimburse Expense|2020-12-23|120000|2835648|783067
768799|1201|Reimburse Expense|2020-12-23|95000|2835648|783067
768800|1201|Reimburse Expense|2021-05-12|9356|2835649|783067
768801|1201|Conf./Meeting Registration|2021-06-30|5000|2835650|783067
768802|1201|Conf./Meeting Registration|2021-06-30|5000|2835651|783067
768803|1201|Conf./Meeting Registration|2021-06-30|5000|2835652|783067
768804|1201|Settlement|2021-04-23|100000|2835654|783067
768805|1201|GRANT|2021-04-28|38735|2835692|783068
768806|1201|GRANT|2020-08-12|13393|2835692|783068
768807|1201|GRANT|2020-11-04|13393|2835692|783068
768808|1201|GRANT|2021-02-10|38273|2835692|783068
768809|1201|GRANT|2021-01-12|25342|2835692|783068
768810|1201|GRANT|2020-11-19|62168|2835693|783068
768811|1201|GRANT|2021-02-04|68889|2835693|783068
768812|1201|GRANT|2021-04-30|84893|2835693|783068
768813|1201|Reimbursement for Fantasy in Lights Labor |2020-10-06|7637|2835715|783071
768814|1201|PAC Funds request from International Union |2020-08-27|20500|2835716|783071
768815|1201|Application Fees|2020-09-30|8130|2835717|783071
768816|1201|Instructor Pay |2020-11-30|5973|2835717|783071
768817|1201|Instructor Pay |2021-03-18|5124|2835717|783071
768818|1201|LEGAL DEFENSE ASSISTANCE|2020-08-27|8969|2835752|783072
768819|1201|LEGAL DEFENSE ASSISTANCE|2020-11-12|20401|2835752|783072
768820|1201|LEGAL DEFENSE ASSISTANCE|2021-03-17|7304|2835752|783072
768821|1201|AFT ORGANIZATION ASSISTANCE|2020-07-22|24480|2835752|783072
768822|1201|AFT ORGANIZATION ASSISTANCE|2020-09-14|12240|2835752|783072
768823|1201|AFT ORGANIZATION ASSISTANCE|2020-10-29|6480|2835752|783072
768824|1201|AFT ORGANIZATION ASSISTANCE|2020-12-15|12960|2835752|783072
768825|1201|AFT ORGANIZATION ASSISTANCE|2021-01-20|6480|2835752|783072
768826|1201|AFT ORGANIZATION ASSISTANCE|2021-02-24|6480|2835752|783072
768827|1201|AFT ORGANIZATION ASSISTANCE|2021-03-29|6480|2835752|783072
768828|1201|AFT ORGANIZATION ASSISTANCE|2021-04-21|6480|2835752|783072
768829|1201|AFT ORGANIZATION ASSISTANCE|2021-05-12|6480|2835752|783072
768830|1201|AFT ORGANIZATION ASSISTANCE|2021-06-25|6480|2835752|783072
768831|1201|AFT EDUCATION|2021-06-01|32000|2835752|783072
768832|1201|STAFF SHARE|2020-09-21|100000|2835752|783072
768833|1201|GLROP 1/3 REIMB SHARE|2020-07-10|81021|2835753|783072
768834|1201|GLROP 1/3 REIMB SHARE|2020-10-29|40609|2835753|783072
768835|1201|GLROP 1/3 REIMB SHARE|2021-01-28|40609|2835753|783072
768836|1201|GLROP 1/3 REIMB SHARE|2021-01-28|40609|2835753|783072
768837|1201|GLROP 1/3 REIMB SHARE|2021-04-15|40609|2835753|783072
768838|1201|IFT-PCR|2020-08-18|13718|2835754|783072
768839|1201|IFT-PCR|2020-08-27|13718|2835754|783072
768840|1201|IFT-PCR|2020-10-29|13757|2835754|783072
768841|1201|IFT-PDC PROF DEVELOPMENT|2020-08-11|11428|2835754|783072
768842|1201|IFT-PDC PROF DEVELOPMENT|2020-08-18|11432|2835754|783072
768843|1201|IFT-PDC PROF DEVELOPMENT|2020-08-07|11432|2835754|783072
768844|1201|IFT-PDC PROF DEVELOPMENT|2020-10-29|11464|2835754|783072
768845|1201|LLSAP GRANT|2020-08-27|192077|2835754|783072
768846|1201|LLSAP GRANT|2020-09-23|192077|2835754|783072
768847|1201|LLSAP GRANT|2020-10-29|192077|2835754|783072
768848|1201|LLSAP GRANT|2021-01-12|192077|2835754|783072
768849|1201|LLSAP GRANT|2021-02-02|192077|2835754|783072
768850|1201|LLSAP GRANT|2021-04-07|192077|2835754|783072
768851|1201|LLSAP GRANT|2021-04-08|192077|2835754|783072
768852|1201|LLSAP GRANT|2021-04-28|192077|2835754|783072
768853|1201|SUMMER INSTITUTE REIMB|2021-01-20|54556|2835754|783072
768854|1201|STAFF ASSISTANCE|2020-08-27|27228|2835754|783072
768855|1201|STAFF ASSISTANCE|2020-09-23|27229|2835754|783072
768856|1201|STAFF ASSISTANCE|2020-10-29|27228|2835754|783072
768857|1201|STAFF ASSISTANCE|2021-01-12|27229|2835754|783072
768858|1201|STAFF ASSISTANCE|2021-02-02|27228|2835754|783072
768859|1201|STAFF ASSISTANCE|2021-04-07|27229|2835754|783072
768860|1201|STAFF ASSISTANCE|2021-04-08|27228|2835754|783072
768861|1201|STAFF ASSISTANCE|2021-04-28|27229|2835754|783072
768862|1201|STAFF ASSISTANCE|2021-06-09|27229|2835754|783072
768863|1201|STAFF ASSISTANCE|2021-06-09|27229|2835754|783072
768864|1201|DEFENSE REBATE|2020-08-11|22856|2835754|783072
768865|1201|DEFENSE REBATE|2020-08-18|22864|2835754|783072
768866|1201|DEFENSE REBATE|2020-08-27|22864|2835754|783072
768867|1201|DEFENSE REBATE|2020-10-29|22928|2835754|783072
768868|1201|DEFENSE REBATE|2021-01-20|46429|2835754|783072
768869|1201|DEFENSE REBATE|2021-02-02|46718|2835754|783072
768870|1201|DEFENSE REBATE|2021-04-07|47369|2835754|783072
768871|1201|DEFENSE REBATE|2021-04-28|94948|2835754|783072
768872|1201|DEFENSE REBATE|2021-06-09|97378|2835754|783072
768873|1201|IFT-PCR|2020-08-11|13714|2835754|783072
768874|1201|LLSAP GRANT|2021-06-09|192077|2835754|783072
768875|1201|LLSAP GRANT|2021-06-09|192077|2835754|783072
768876|1201|GREAT LAKES REGIONAL ORGANIZING PROJECT (GLROP)|2020-07-15|81021|2835754|783072
768877|1201|SHARE OF GLROP |2020-10-13|40609|2835754|783072
768878|1201|SHARE OF GLROP |2021-02-02|40609|2835754|783072
768879|1201|DIGITAL DATA|2020-10-13|5000|2835754|783072
768880|1201|IFT COPE REBATE|2020-07-02|58325|2835784|783072
768881|1201|IFT COPE REBATE|2020-08-21|58577|2835784|783072
768882|1201|IFT COPE REBATE|2020-08-27|58619|2835784|783072
769157|1201|Grant for Organizing Assistance|2021-06-22|50000|2837427|784450
768884|1201|IFT COPE REBATE|2021-04-28|117524|2835784|783072
768885|1201|IFT COPE REBATE|2021-06-09|120317|2835784|783072
768886|1201|IFT COPE REBATE|2020-07-02|58379|2835784|783072
768887|1201|CHARITABLE FUNDS FOR LOCKED OUT EDUCATORS|2021-03-31|100903|2835785|783072
768888|1201|REIMB-DUE T/F|2021-06-30|10000|2835786|783072
768889|1201|REIMB-DUE T/F|2020-07-01|100000|2835786|783072
768890|1201|REIMB-DUE T/F|2020-07-01|100000|2835786|783072
768891|1201|REIMB-DUE T/F|2020-08-27|10000|2835786|783072
768892|1201|REIMB-DUE T/F|2020-08-27|10000|2835786|783072
768893|1201|REIMB-DUE T/F|2021-01-14|40000|2835786|783072
768894|1201|REIMB-DUE T/F-FY 21 |2021-01-14|61800|2835786|783072
768895|1201|REIMB-DUE T/F|2021-06-30|10000|2835786|783072
768896|1201|REIMB-DUE T/F|2021-06-30|10000|2835786|783072
768897|1201|Solidarity Grant|2020-09-30|15250|2835839|783075
768898|1201|Organizing Grant|2020-09-30|44970|2835839|783075
768899|1201|Disaster Relief Grant|2020-10-16|25000|2835839|783075
768900|1201|Solidarity Grant|2020-11-12|17307|2835839|783075
768901|1201|Organizing Grant|2020-12-31|44970|2835839|783075
768902|1201|Solidarity Grant|2021-04-30|15653|2835839|783075
768903|1201|Solidarity Grant|2021-05-03|10258|2835839|783075
768904|1201|Sponsorship|2021-03-08|12500|2835844|783075
768905|1201|Support|2020-10-15|16000|2835845|783075
768906|1201|TARGET FUNDS RETURNED BY VENDOR|2020-07-21|30000|2835858|783076
768907|1201|REIMBURSEMENTS|2021-06-03|35969|2835860|783081
768908|1201|Refund of Workers Compensation Insurance|2020-09-02|9560|2835878|783083
768909|1201|Refund of Paid Taxes|2021-05-28|16037|2835879|783083
768910|1201|Refund of Paid Taxes|2021-06-30|23389|2835880|783083
768911|1201|JULY ROLLBACK|2020-07-31|4848|2836050|783089
768912|1201|AUGUST ROLLBACK|2020-08-31|4752|2836050|783089
768913|1201|SEPTEMBER ROLLBACK|2020-10-13|4740|2836050|783089
768914|1201|NOVEMBER ROLLBACK|2020-11-30|5387|2836050|783089
768915|1201|DECEMBER ROLLBACK|2020-12-22|5936|2836050|783089
768916|1201|JANUARY ROLLBACK|2021-02-17|5967|2836050|783089
768917|1201|FEBRUARY ROLLBACK|2021-03-08|5941|2836050|783089
768918|1201|MARCH ROLLBACK|2021-03-29|6328|2836050|783089
768919|1201|APRIL ROLLBACK|2021-04-23|8020|2836050|783089
768920|1201|MAY ROLLBACK|2021-05-31|7260|2836050|783089
768921|1201|JUNE ROLLBACK|2021-06-30|7465|2836050|783089
768922|1201|Employer Retention Credit - Covid-19 Income|2020-11-30|11698|2836065|783098
768923|1201|Employer Retention Credit - Covid-19 Income|2021-01-15|2102|2836065|783098
768924|1201|Training Reimbursements|2020-12-07|11756|2836071|783098
768925|1201|Training Reimbursements|2021-01-26|16975|2836071|783098
768926|1201|Training Reimbursements|2021-05-04|18019|2836071|783098
768927|1201|REIMB SECRETARIAL SERVICES|2021-06-30|55343|2836086|783099
768928|1201|ADMIN. FEES FOR CR. CARDS|2021-06-30|6456|2836087|783099
768929|1201|PENALITIES & INTEREST - CONTRACTORS|2021-06-30|20488|2836088|783099
768930|1201|GOV'T PAYROLL PROTECTION PROGRAM|2021-05-21|89437|2836089|783099
768931|1201|UA Organizing Fund|2020-12-16|6749|2836090|783108
768932|1201|UA PAC Fund|2020-12-16|3401|2836090|783108
768933|1201|Royalties on Gas/Oil Lease|2021-02-01|111|2836091|783108
768934|1201|Royalties on Gas/Oil Lease|2021-04-12|15|2836091|783108
768935|1201|Royalties on Gas/Oil Lease|2021-06-01|76|2836091|783108
768936|1201|Contribution Cope Education |2021-06-30|4802|2836128|783113
768937|1201|Reimbursed Occupancy Costs|2020-08-07|9998|2836135|783116
768938|1201|Pass thru grant for Columbia Public Affairs advoca|2020-10-22|6000|2836168|783120
768939|1201|Solidarity Fund Assistance|2020-07-13|8322|2836186|783120
768940|1201|Solidarity Fund Assistance|2020-07-22|16006|2836186|783120
768941|1201|Solidarity Fund Assistance|2020-11-19|9210|2836186|783120
768942|1201|Solidarity Fund Assistance|2020-12-10|5139|2836186|783120
768943|1201|Solidarity Fund Assistance|2021-02-04|12250|2836186|783120
768944|1201|Solidarity Fund Assistance|2021-04-30|20428|2836186|783120
768945|1201|AFT Reimbursement|2020-10-28|19324|2836186|783120
768946|1201|AFT Reimbursement|2021-01-19|18022|2836186|783120
768947|1201|AFT Reimbursement|2021-04-12|18087|2836186|783120
768948|1201|MOI reimbursement|2020-12-17|5768|2836186|783120
768949|1201|MOI reimbursement|2021-02-11|9568|2836186|783120
768950|1201|MOI Reimbursement|2021-04-08|5225|2836186|783120
768951|1201|Oregon Higher Ed|2020-09-10|6000|2836186|783120
768952|1201|ADMINISTRATIVE REIMBURSEMENT|2020-07-01|5618|2836189|783121
768953|1201|ADMINISTRATIVE REIMBURSEMENT|2021-02-10|5617|2836189|783121
768954|1201|ADMINISTRATIVE REIMBURSEMENT|2021-06-08|5617|2836189|783121
768955|1201|Travel (Mileage Reimbursements)|2021-03-26|590|2836201|783130
768956|1201|Travel (Mileage Reimbursements)|2020-10-09|935|2836201|783130
768957|1201|Roll Back Assessments|2020-07-17|9510|2836202|783130
768958|1201|Roll Back Assessments|2020-08-21|9480|2836202|783130
768959|1201|Roll Back Assessments|2020-09-18|9600|2836202|783130
768960|1201|Roll Back Assessments|2020-10-23|9002|2836202|783130
768961|1201|Roll Back Assessments|2020-11-24|9675|2836202|783130
768962|1201|Roll Back Assessments|2020-12-18|9765|2836202|783130
768963|1201|Roll Back Assessments|2021-01-22|9780|2836202|783130
768964|1201|Roll Back Assessments|2021-02-26|10020|2836202|783130
768965|1201|Roll Back Assessments|2021-03-19|10005|2836202|783130
768966|1201|Roll Back Assessments|2021-04-23|10035|2836202|783130
768967|1201|Roll Back Assessments|2021-05-23|10140|2836202|783130
768968|1201|Roll Back Assessments|2021-06-25|10290|2836202|783130
768969|1201|941 Payroll Tax Refund|2021-05-24|98295|2836304|783137
768970|1201|PPP Loan |2021-04-26|448788|2836304|783137
768971|1201|Reimburse for RF Fisher Employees|2020-11-18|11652|2836305|783137
768972|1201|Reimburse for RF Fisher Employees|2021-02-19|12377|2836306|783137
768973|1201|Real Estate Tax Refund|2020-11-23|111404|2836307|783137
768974|1201|Reimburse for RF Fisher Employees|2020-10-02|15830|2836308|783137
768975|1201|SBA PPP Loan / Cancellation of debt|2021-06-30|332700|2836447|783161
768976|1201|AFT Grant to KFT|2021-02-05|25959|2836448|783161
768977|1201|PEG Project|2020-07-09|90000|2836448|783161
768978|1201|SAPO program|2020-09-01|12039|2836448|783161
768979|1201|SAPO program|2020-09-02|12039|2836448|783161
768980|1201|SAPO program|2020-12-21|12039|2836448|783161
768981|1201|SAPO program|2021-02-24|12039|2836448|783161
768982|1201|SAPO program|2021-05-17|12040|2836448|783161
768983|1201|Release staff reimbursed|2021-04-06|8290|2836448|783161
768984|1201|AFT Grant to KFT|2020-07-09|5192|2836448|783161
768985|1201|AFT Grant to KFT|2020-07-29|5192|2836448|783161
768986|1201|AFT Grant to KFT|2020-09-02|5192|2836448|783161
768987|1201|AFT Grant to KFT|2021-03-03|5192|2836448|783161
768988|1201|AFT Grant to KFT|2021-03-29|5192|2836448|783161
768989|1201|AFT Grant to KFT|2021-05-03|5192|2836448|783161
768990|1201|AFT Grant to KFT|2021-06-02|5192|2836448|783161
768991|1201|McDowell Project reimbursements|2021-04-16|8858|2836448|783161
768992|1201|McDowell Project reimbursements|2021-06-17|8882|2836448|783161
768993|1201|McDowell Project reimbursements|2021-02-05|9002|2836448|783161
768994|1201|KFT Grant|2020-08-30|6000|2836462|783161
768995|1201|PAYROLL REIMBURSEMENT|2021-06-30|44103|2836475|783164
768996|1201|OCCUPANCY EXPENSES REIMBURSEMENT|2021-06-30|41632|2836475|783164
768997|1201| WORKERS COMPENSATION REFUND|2020-08-11|13|2836631|783177
768998|1201|WORKERS COMPENSATION REFUND|2020-10-29|137|2836631|783177
768999|1201|WORKERS COMPENSATION REFUND|2020-12-24|510|2836631|783177
769000|1201|SALES OF T-SHIRTS TO MEMBERS|2021-03-09|4367|2836634|783177
769001|1201|MANAGEMENT FEE|2021-06-28|10816|2836649|783181
769002|1201|MANAGEMENT FEE|2020-08-05|10816|2836649|783181
769003|1201|MANAGEMENT FEE|2020-08-31|10816|2836649|783181
769004|1201|MANAGEMENT FEE|2020-10-08|10816|2836649|783181
769005|1201|MANAGEMENT FEE|2020-10-22|10816|2836649|783181
769006|1201|MANAGEMENT FEE|2020-12-31|21632|2836649|783181
769007|1201|MANAGEMENT FEE|2021-01-26|10816|2836649|783181
769008|1201|MANAGEMENT FEE|2021-02-24|10816|2836649|783181
769009|1201|MANAGEMENT FEE|2021-03-26|10816|2836649|783181
769010|1201|MANAGEMENT FEE|2021-04-28|10816|2836649|783181
769011|1201|MANAGEMENT FEE|2021-05-27|10816|2836649|783181
769012|1201|PAYCHECK PROTECTION PLAN SBA|2021-06-30|25600|2836673|783189
769013|1201|UBS CLASS ACTION|2021-06-30|31171|2836673|783189
769014|1201|CROSS CHARGES|2021-06-30|9689|2836673|783189
769033|1201|Reimbursed Expenses|2020-07-14|9556|2836680|783205
769034|1201|Reimbursed Expenses|2020-08-18|11455|2836680|783205
769035|1201|Reimbursed Expenses|2020-09-30|9556|2836680|783205
769036|1201|Reimbursed Expenses|2020-12-02|11455|2836680|783205
769037|1201|Reimbursed Expenses|2020-12-30|9556|2836680|783205
769038|1201|Reimbursed Expenses|2021-02-26|9556|2836680|783205
769039|1201|Reimbursed Expenses|2021-03-31|9556|2836680|783205
769040|1201|Reimbursed Expenses|2021-06-29|11455|2836680|783205
769041|1201|Reimbursed Expenses|2021-06-30|9556|2836680|783205
769042|1201|Grant|2020-08-20|25000|2836681|783205
769043|1201|Grant|2020-08-28|7500|2836681|783205
769044|1201|Grant|2020-10-09|25000|2836681|783205
769045|1201|Grant|2020-11-25|7500|2836681|783205
769046|1201|Grant|2020-12-31|25000|2836681|783205
769047|1201|Grant|2021-01-07|7500|2836681|783205
769048|1201|Grant|2021-03-08|25000|2836681|783205
769049|1201|Grant|2021-03-26|7500|2836681|783205
769050|1201|Reimbursed Expenses|2021-06-11|8900|2836681|783205
769051|1201|STAFF FUNDING|2021-01-31|5190|2836683|783210
769052|1201|STAFF FUNDING|2021-02-28|4882|2836683|783210
769053|1201|STAFF FUNDING|2021-04-29|15203|2836683|783210
769054|1201|STAFF FUNDING|2021-05-31|5351|2836683|783210
